averageScore,minScore,maxScore
102.85180319560044,12.303743003559049,393.7152186419192
174.47866140743622,7.29421044788329,807.3080114809638
96.67652370657132,5.309926809483589,531.2948857439743
87.1609285974371,1.9848018474736855,390.4020829122843
100.98966106169063,2.0163629428166394,633.5250435111133
80.96630429260006,2.232738840793189,784.6859660505962
74.62801339094388,1.9142141992405801,620.8772198196015
66.3412394166548,1.0918727351263668,826.8112109865856
59.911246310511636,0.738251535073941,1369.1866034688842
41.525412057632856,0.5448193849194098,317.9728278085856
48.751708210574286,0.6395721416250104,1172.2573469258402
34.05661488118001,0.4783173122381109,390.06410165138806
26.992125311356528,0.15715509882617487,575.3555453531332
30.31111928433136,0.1577777312198683,452.15116871739457
25.444405859453813,0.151825437985213,629.5057540866408
24.5609281382809,0.15715557818887407,1238.5945061532489
13.848209477349918,0.09684453878077054,191.4183492410399
12.368366491637316,0.052741778964009486,341.3666783931697
14.187578425562016,0.0387899370057917,323.5142365398616
13.673593874359865,0.02911766996191986,363.31672031143785
10.063860379051395,0.02525435256700486,314.42314744282135
12.684289046374783,0.02051945978460761,324.6372011335438
12.993892613241469,0.016544394139453803,247.84309498388336
4.089800125920019,0.011039699336263253,95.19228949565503
7.128373892278996,0.011640310590789868,242.2738959238527
7.881794952311407,0.008712413246963705,380.325000186737
13.566006374945067,0.0064132347119129525,1031.9340622078755
2.9927450979564685,0.006870295109550995,147.55038579388298
6.459012053957703,0.006461634349808243,351.919786566596
5.8784360094909,0.005978390281180827,274.98490406563184
4.3799527979804225,0.003851709252503527,271.2966987827381
2.5745011535955227,0.0025308035345431076,94.93742448659455
2.2019690993144736,0.002502085698205808,135.1233086061147
1.4231545354589752,0.0021714775522913544,33.47584567802638
2.3666839165605444,0.00208483378528839,105.23305478513157
0.5862914612810095,0.0017643121615910078,14.90194512282575
0.6832252111520124,0.0011346703640301367,22.725456302463307
0.6484097562346576,5.699138953523771E-4,38.301398545064075
1.1287936353473333,6.199413001628976E-4,68.84356080601145
0.12203386921691252,3.623137254859123E-4,3.1906055202897106
0.5933815661529247,2.7090086349178174E-4,36.116168779965015
0.313771559499556,2.214824427258799E-4,11.258829552364743
0.5803127665270742,1.922035349899152E-4,42.20534537149352
0.3739969478957286,1.7792892615625734E-4,24.35204929965264
0.3853250707812092,1.7668316727561118E-4,27.17906439476202
0.5027697504735541,1.437286369932566E-4,31.720191614323035
0.4874011442217704,1.0196571913262274E-4,31.383615552550193
1.2803820555324805,7.592562666930907E-5,121.99337157955397
0.9880347492290272,4.636924978858159E-5,86.23553672355
0.022647878168074724,2.570065256103427E-5,0.48939962013246374
0.5260880709081488,2.4385566834539133E-5,47.23132523083436
0.08875357514901193,2.0535065577530757E-5,6.73750149912133
0.2408599639951949,1.9476614868192397E-5,21.51981831005689
0.38661462144330505,1.876121235219013E-5,35.334707406222684
0.15605940733471996,1.5709557946758553E-5,13.6237721323439
0.2789769092269646,1.622903618750657E-5,26.129581441212085
0.6606117306460046,1.1861934071947733E-5,63.71338156588981
0.8596022342053612,7.066042376870286E-6,83.34111511285546
0.7354084136391573,5.911011068646711E-6,72.16802831371913
0.2430931747470811,4.489568865832012E-6,23.166656605342503
0.0220984363938532,3.2691191520416933E-6,1.6445125708541573
0.23341374523683495,2.718628926834437E-6,22.34137380222585
0.22130413349969952,3.1498561862271867E-6,21.355858759183747
0.1647257748882516,1.8490007476704489E-6,15.649109491219647
0.43958625616407604,2.334421650637398E-6,43.60051512035992
